Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2075,flat,tulip purple,sector 69,2.6,10833.0,4,4,3+,4.0,Moderately Old,2172.0,0,1,0,0,0,0,37
2076,house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8879.0,4,3,2,1.0,Old Property,1070.0,0,0,0,0,0,0,8
2077,flat,bestech park view city,sector 48,2.7,11714.0,3,3,3+,7.0,Relatively New,2000.0,1,1,0,0,0,1,174
2078,flat,ireo the corridors,sector 67a,1.85,9531.0,3,4,3,4.0,New Property,1941.0,1,0,1,0,0,1,150
2079,flat,paras quartier,gwal pahari,7.5,14019.0,4,4,3+,20.0,New Property,4842.0,0,1,0,1,1,1,49
2080,flat,experion windchants,sector 112,4.75,12623.0,3,5,3+,4.0,Relatively New,3405.0,0,1,0,0,0,1,42
2081,house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,900.0,0,0,0,0,1,2,8
2082,flat,ramprastha the edge towers,sector 37d,0.8,5797.0,2,2,3,2.0,Relatively New,1300.0,0,0,0,0,0,0,78
2083,house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0
2084,flat,pyramid urban homes 2,sector 86,0.42,8485.0,2,2,1,2.0,New Property,557.0,1,1,0,1,1,0,84
2085,flat,maruti kunj,sector 11,0.8,5161.0,3,2,0,0.0,Old Property,1403.0,0,0,0,0,0,0,8
2086,flat,unitech vistas,sector 70,0.53,4801.0,2,2,2,9.0,Under Construction,991.0,0,0,0,0,1,0,24
2087,house,independent,sector 12,2.5,13889.0,9,5,2,1.0,Old Property,1800.0,0,0,0,1,0,0,8
2088,flat,m3m skycity,sector 65,2.85,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,0,115
2089,flat,dlf the ultima,sector 81,3.45,12357.0,4,4,3+,25.0,Moderately Old,2527.0,0,1,0,0,0,0,67
2090,flat,dlf the ultima,sector 81,2.2,11190.0,3,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,2,104
2091,flat,emaar digihomes,sector 62,4.25,26562.0,3,3,3,8.0,Under Construction,1600.0,1,0,0,0,0,0,16
2092,house,independent,sector 56,7.25,29340.0,8,8,3+,0.0,Moderately Old,2471.0,0,0,0,0,0,1,24
2093,house,bptp visionnaire,sector 70a,5.4,20690.0,4,5,3+,3.0,Relatively New,2610.0,1,1,1,1,0,1,136
2094,flat,emaar digihomes,sector 62,3.95,15263.0,3,3,3,33.0,New Property,2876.0,0,1,0,0,0,1,49
2095,flat,signature global city 37d ph 2,sector 37d,1.07,8237.0,3,3,2,2.0,Under Construction,1450.0,0,0,0,0,0,0,86
2096,house,independent,sector 9,0.5,6083.0,3,2,1,1.0,Old Property,822.0,0,0,0,0,0,0,0
2097,flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,14.0,New Property,1236.0,0,0,0,0,0,0,67
2099,house,independent,sector 39,1.8,21871.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0
2100,flat,sare green parc,sector 92,0.75,4820.0,3,2,2,16.0,Relatively New,1556.0,0,0,0,0,0,0,0
2101,flat,experion the heartsong,sector 108,1.65,8238.0,3,4,3,3.0,Moderately Old,1771.32,1,0,0,0,0,1,75
2102,flat,puri diplomatic greens,sector 111,3.45,11695.0,4,5,3+,9.0,Relatively New,2670.0,0,1,0,0,0,0,68
2103,flat,m3m urbana,sector 67,1.0,12107.0,1,1,1,17.0,Relatively New,826.0,0,0,0,0,0,0,49
2104,flat,m3m woodshire,sector 107,1.01,7394.0,2,2,3+,11.0,New Property,1200.0,0,0,0,0,1,0,74
2105,flat,rof ananda,sector 95,0.55,8527.0,3,2,2,14.0,New Property,811.0,1,0,0,0,0,1,81
2106,flat,conscient heritage max,sector 102,1.75,9063.0,3,4,3+,16.0,Relatively New,1748.0,0,1,0,0,0,0,134
2107,house,independent,sector 17,0.29,3255.0,2,1,0,0.0,Old Property,891.0,0,0,0,0,0,0,0
2109,flat,godrej,sector 79,2.01,8495.0,3,4,3+,6.0,Relatively New,2141.0,0,1,0,0,0,0,158
2110,flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,22.0,Relatively New,1154.0,1,0,0,1,0,0,160
2111,house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3+,4.0,New Property,3150.0,0,1,0,1,0,0,38
2112,house,independent,sector 26,15.0,33201.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,1,78
2113,flat,city heights,sector 39,1.75,8750.0,3,4,3,3.0,Old Property,2222.0,0,1,0,0,0,2,42
2114,house,eldeco mansionz,sector 48,5.0,21368.0,7,7,3,2.0,Moderately Old,2340.0,0,0,0,0,0,1,40
2115,flat,sbtl caladium,sector 109,1.9,6219.0,4,4,3,8.0,Relatively New,2765.0,0,1,0,0,0,0,151
2116,flat,dlf the primus,sector 82a,2.95,11452.0,4,5,3+,10.0,Relatively New,2110.0,0,1,0,0,0,2,174
2117,flat,indiabulls centrum park,sector 103,1.9,5682.0,3,4,3+,10.0,Relatively New,3716.0,1,1,0,1,1,1,49
2118,flat,dlf park place,sector 54,4.85,30180.0,3,4,3+,6.0,Moderately Old,1607.0,0,1,0,0,0,2,158
2119,flat,smriti apartment,sector 56,0.45,7500.0,1,1,2,3.0,Old Property,543.0,0,0,0,0,0,0,57
2120,flat,dnha group housing society,manesar,0.75,4518.0,3,2,2,5.0,Moderately Old,1502.0,0,0,0,0,0,0,0
2122,flat,ashok vihar phase 2,sector 3 phase 2,0.28,4308.0,2,2,1,3.0,Relatively New,600.0,0,0,0,0,0,0,64
2123,flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,1,49
2124,flat,godrej nature plus,sector 33,1.75,8768.0,3,3,0,2.0,Under Construction,1996.0,0,0,0,0,0,0,56
2125,flat,alpha corp gurgaonone,sector 84,1.2,9449.0,2,2,1,6.0,Relatively New,1149.0,0,0,0,0,0,0,13
2126,flat,ss the leaf,sector 85,1.31,7988.0,2,2,2,5.0,Relatively New,1822.0,0,1,0,0,0,0,89
2127,flat,adani m2k oyster grande,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,2351.0,1,1,0,0,0,1,165
2129,flat,green campus chs,manesar,0.92,4023.0,3,3,3+,8.0,Moderately Old,1924.0,0,1,0,0,0,0,5
2130,flat,supertech hues,sector 68,1.0,8475.0,2,2,3,23.0,New Property,1311.0,0,0,0,0,0,0,49
2131,flat,godrej,sector 79,1.47,8113.0,2,2,3,9.0,New Property,2013.0,1,0,0,0,0,0,99
2132,flat,conscient heritage max,sector 102,2.0,9307.0,3,4,3+,13.0,Relatively New,1900.0,1,1,0,0,0,1,174
2133,flat,m3m heights,sector 65,2.33,18477.0,2,2,3,35.0,Under Construction,1141.0,0,0,0,0,0,1,49
2134,flat,rof ananda,sector 95,0.2,5602.0,1,1,1,2.0,Relatively New,407.0,0,0,0,1,0,0,53
2135,flat,mvn athens,sohna road,0.25,5198.0,2,2,0,0.0,Relatively New,481.0,0,0,0,0,0,0,37
2136,flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,0,174
2137,house,independent,sector 46,2.4,2963.0,4,4,3,3.0,Moderately Old,900.0,0,0,1,0,0,1,44
2138,flat,ambience creacions,sector 22,1.99,15547.0,2,2,2,9.0,New Property,1285.0,0,0,0,0,0,0,49
2139,flat,chd avenue,sector 71,1.15,6527.0,3,3,2,15.0,Moderately Old,1541.0,0,1,0,0,0,1,66
2140,house,independent,sector 3 phase 3 extension,0.85,8500.0,1,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
2141,flat,bptp mansions park prime,sector 66,2.7,9768.0,4,4,3,6.0,Relatively New,2501.0,0,1,0,0,1,0,13
2142,flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,1.0,New Property,1167.0,0,0,0,0,0,1,42
2143,flat,dlf the primus,sector 82a,2.25,10714.0,3,3,3+,29.0,Relatively New,2333.0,0,1,0,0,0,2,72
2144,house,independent,sector 9,3.5,13410.0,9,9,3+,3.0,Relatively New,2610.0,1,0,0,0,0,0,23
2145,flat,dlf the ultima,sector 81,2.3,10994.0,3,4,3+,6.0,New Property,1893.0,0,1,0,0,0,2,167
2146,flat,orchid petals,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1840.0,0,0,0,0,1,0,40
2147,flat,m3m skywalk,sector 74,1.4,9831.0,2,2,2,17.0,New Property,1289.0,0,0,0,0,0,1,167
2148,flat,godrej summit,sector 104,1.16,6388.0,3,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,1,96
2149,flat,bestech altura,sector 79,2.55,9533.0,4,5,2,4.0,New Property,2675.0,0,1,0,0,0,0,44
2150,flat,puri emerald bay,sector 104,2.23,9911.0,3,4,3+,10.0,Relatively New,2359.0,0,1,0,0,0,1,159
2151,flat,ramprastha skyz,sector 37d,1.25,7251.0,3,3,3+,2.0,Under Construction,1725.0,0,0,0,0,0,0,8
2152,house,independent,sector 11,4.0,19753.0,5,4,1,2.0,Moderately Old,2025.0,0,0,0,0,0,0,0
2153,flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,0,25
2154,house,independent,sector 25,10.0,37037.0,5,6,3,3.0,Old Property,2700.0,0,1,1,0,0,1,64
2156,flat,signature global park 4,sector 36,0.82,7586.0,3,2,2,2.0,New Property,850.0,0,0,0,0,0,0,8
2157,house,independent,sector 15,1.8,10000.0,4,3,1,1.0,Old Property,1800.0,0,0,0,0,0,0,16
2158,flat,unitech the residences,sector 33,1.1,9910.0,2,2,3,9.0,Moderately Old,1100.0,0,0,0,0,0,1,44
2159,flat,dlf new town heights,sector 86,1.54,5785.0,4,4,3+,21.0,Moderately Old,2139.0,1,1,0,1,0,0,80
2160,house,vipul tatvam villa,sector 48,7.25,27971.0,3,4,2,2.0,Moderately Old,2592.0,1,1,1,1,0,1,115
2161,house,independent,sector 41,7.25,29293.0,9,8,3,4.0,Old Property,2475.0,0,1,0,0,0,1,94
2162,flat,aipl the peaceful homes,sector 70a,2.5,10638.0,3,4,3,8.0,Relatively New,2127.0,0,1,1,0,0,1,174
2163,flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,1296.0,0,0,0,0,0,0,55
2164,flat,shapoorji pallonji joyville gurugram,sector 102,2.04,14069.0,3,3,3+,1.0,Relatively New,1644.0,0,0,0,0,0,0,72
2165,flat,puri diplomatic greens,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2670.0,0,1,0,0,0,0,94
2166,flat,shree vardhman victoria,sector 70,1.62,8308.0,3,5,3,9.0,Relatively New,1527.0,0,1,0,0,0,0,43
2168,flat,guru gram haryana cghs,sector 56,1.39,8424.0,3,2,3,6.0,Old Property,1750.0,0,1,0,1,0,1,89
2169,flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,Relatively New,584.0,0,0,0,0,0,0,0
2170,flat,smart world orchard,sector 61,1.55,13478.0,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,0,43
2172,flat,vipul lavanya,sector 81,0.64,5263.0,2,2,3,12.0,Relatively New,1361.0,0,0,0,0,0,1,93
2173,flat,pareena mi casa,sector 68,1.1,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,0,106
2174,flat,antriksh green,sector 45,2.25,7826.0,4,4,2,9.0,Old Property,3194.0,0,1,0,0,0,2,23
2175,flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,15.0,Relatively New,3200.0,0,1,0,0,0,1,165
2176,flat,breez global hill view,sohna road,0.3,5405.0,2,2,2,6.0,New Property,605.0,0,0,0,0,0,0,109
2177,flat,ss the leaf,sector 85,1.1,12472.0,2,2,3,12.0,Relatively New,1173.0,1,0,0,0,0,0,75
2178,flat,ashiana anmol,sohna road,0.9,9464.0,2,2,2,13.0,Relatively New,1105.0,0,0,0,0,0,2,120
2179,flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,4.0,Under Construction,623.0,0,0,0,0,0,0,0
2180,house,independent,sector 4,3.3,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,0,0,0,34
2181,flat,central park flower valley aqua front towers,sector 33,1.7,9450.0,3,3,3+,5.0,New Property,1697.0,0,0,0,0,0,1,44
2182,house,international city by sobha phase 1,sector 109,5.85,26423.0,4,5,3+,2.0,Relatively New,2214.0,0,1,0,0,0,1,85
2183,flat,ramprastha city,dwarka expressway,1.3,9286.0,3,3,2,3.0,Under Construction,1267.0,0,0,0,0,0,0,0
2184,house,independent,sector 7,1.15,8519.0,5,3,2,2.0,Old Property,1350.0,0,0,0,1,0,0,15
2185,flat,mapsko mount ville,sector 79,1.3,8025.0,3,3,2,6.0,Relatively New,1215.0,1,0,0,1,0,0,151
2186,flat,the close north,sector 50,2.51,11992.0,3,3,3,11.0,Moderately Old,2093.0,0,0,1,1,0,1,109
2187,flat,eldeco accolade,sohna road,0.78,5420.0,2,2,2,7.0,Relatively New,1319.0,1,0,0,0,0,1,137
2188,house,vatika india next,sector 83,1.7,7870.0,3,3,3+,4.0,New Property,2160.0,0,1,0,1,0,0,0
2189,flat,tulip leaf,sector 69,2.06,11388.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49
2190,house,independent,sector 25,9.9,29333.0,5,5,2,2.0,Moderately Old,3375.0,0,0,0,1,0,1,106
2191,flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,3000.0,1,1,1,1,0,0,112
2192,flat,experion windchants,sector 112,6.5,10417.0,4,5,3,11.0,Relatively New,4800.0,0,0,0,0,0,0,55
2193,flat,la vida by tata housing,sector 113,3.35,12444.0,4,4,3+,11.0,Relatively New,2991.0,1,1,0,0,0,0,174
2195,flat,paras quartier,gwal pahari,5.9,11028.0,4,4,3+,19.0,New Property,4842.0,1,1,1,1,0,1,160
2196,house,independent,sector 51,2.25,2778.0,6,3,3+,3.0,Relatively New,900.0,0,0,0,0,0,0,54
2197,house,vipul tatvam villa,sector 48,8.4,21000.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,0,1,49
2198,flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively New,1895.0,0,0,0,0,0,0,0
2199,flat,ss,sector 85,1.2,7151.0,2,2,3,15.0,Relatively New,1660.0,0,0,0,0,0,0,49
2200,flat,m3m woodshire,sector 107,1.35,5718.0,3,4,3+,8.0,Relatively New,1950.0,0,1,0,0,0,1,74
2201,flat,signature global park,sohna road,0.83,7411.0,3,2,2,1.0,New Property,1244.0,0,0,0,0,0,0,16
2202,flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,18.0,Relatively New,2025.0,1,1,0,1,0,0,49
2203,flat,ireo victory valley,sector 67,4.5,14098.0,4,4,3+,0.0,Relatively New,3160.0,0,1,0,1,0,1,42
2204,flat,bestech altura,sector 79,1.72,8000.0,3,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,0,174
2205,flat,la vida by tata housing,sector 113,1.65,10450.0,3,2,2,3.0,Relatively New,1420.0,0,0,0,0,0,0,49
2206,flat,antriksh heights,sector 84,0.9,6207.0,3,3,3+,12.0,Relatively New,1525.0,0,0,0,0,0,0,166
2207,flat,bestech park view ananda,sector 81,1.35,7542.0,3,3,3+,8.0,Old Property,1989.0,0,0,0,0,0,0,114
2208,flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2,2,3,10.0,Relatively New,1250.0,0,0,0,0,0,0,0
2209,house,anshul,sector 6,0.85,7727.0,2,2,0,4.0,Moderately Old,1222.0,0,0,0,0,0,0,0
2210,house,ansals florence villa,sector 57,6.0,22222.0,4,5,2,2.0,Old Property,2700.0,0,1,0,1,0,1,20
2211,flat,tulip white,sector 69,0.91,6863.0,3,2,2,12.0,Moderately Old,1473.0,0,0,0,0,0,0,43
2212,flat,emaar mgf palm studios,sector 66,1.45,14796.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,0,0,0,92
2213,house,independent,sector 7,2.0,11111.0,2,2,1,2.0,Relatively New,1800.0,0,0,0,0,0,0,0
2214,flat,unitech greenwood city,sector 45,2.4,12346.0,3,3,2,1.0,New Property,195.0,0,1,0,0,0,1,19
2215,flat,capital residences 360,sector 70a,1.51,7642.0,3,3,3,7.0,Relatively New,1788.0,0,1,0,0,0,0,49
2216,flat,experion the heartsong,sector 108,1.7,8487.0,3,4,3+,14.0,Relatively New,1500.29,0,1,0,0,0,0,119
2217,flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,10.0,Moderately Old,2667.0,0,1,0,0,0,1,65
2218,flat,bptp freedom park life,sector 57,2.5,11111.0,3,3,3,9.0,Moderately Old,2036.0,0,0,0,0,0,0,55
2219,flat,dlf new town heights,sector 90,1.75,5721.0,4,4,3+,17.0,Relatively New,2468.0,0,1,0,1,0,0,88
2220,flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old Property,2801.0,0,0,0,0,0,0,0
2221,flat,antriksh heights,sector 84,0.88,4822.0,3,3,3,16.0,Relatively New,1652.0,0,0,0,1,0,0,67
2222,flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,2600.0,0,1,0,0,0,0,174
2223,flat,emaar mgf the palm drive,sector 66,3.5,15902.0,3,3,2,4.0,Relatively New,2200.0,1,0,0,0,0,0,89
2224,flat,vatika city,sector 49,2.1,10417.0,3,3,3,9.0,Moderately Old,1604.25,0,0,0,1,0,1,132
2225,flat,ss the leaf,sector 85,1.99,8660.0,3,4,3+,17.0,Relatively New,2398.0,0,1,0,0,0,1,174
2226,house,independent,sohna road road,5.5,5093.0,3,3,3+,2.0,Moderately Old,3500.0,1,1,0,1,1,0,49
2227,flat,tarc maceo,sector 91,1.9,6975.0,4,4,3,9.0,Relatively New,2465.0,0,1,0,0,0,0,120
2228,flat,vatika the seven lamps,sector 82,0.85,5977.0,2,2,2,9.0,Relatively New,1294.0,1,0,0,0,0,0,117
2229,flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15.0,Relatively New,2030.0,0,0,0,0,1,0,49
2230,flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1.0,New Property,1624.0,0,1,1,0,0,1,139
2231,flat,krisumi waterfall residences,sector 36a,3.65,14381.0,3,3,2,17.0,New Property,2297.0,0,0,0,0,0,0,31
2232,flat,signature global solera,sector 107,0.29,5930.0,2,2,2,3.0,Relatively New,543.0,0,0,0,0,0,0,45
2233,flat,lig flat,sector 40,1.5,5556.0,1,1,0,0.0,Moderately Old,300.0,0,0,0,0,0,0,0
2234,flat,dlf the skycourt,sector 86,1.58,8191.0,3,3,1,16.0,Relatively New,1750.0,0,0,0,1,0,1,152
2235,flat,sobha city,sector 108,2.95,14728.0,3,4,2,12.0,Relatively New,2003.0,0,0,0,0,0,0,49
2236,flat,imperia aashiyara,sector 37c,0.4,5882.0,2,2,3,3.0,Under Construction,756.0,0,0,0,0,0,0,126
2237,house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,0,1,0,1,0,1,160
2238,house,vipul tatvam villa,sector 48,8.25,38194.0,4,4,3+,3.0,Relatively New,2160.0,0,1,1,0,0,1,160
2239,house,malibu towne,sector 47,1.15,4646.0,3,3,3,2.0,Old Property,275.0,0,0,0,0,0,1,33
2240,house,independent,sector 28,4.5,13889.0,4,4,0,4.0,Moderately Old,3240.0,0,0,0,0,0,0,0
2241,house,independent,manesar,2.0,14959.0,3,1,0,3.0,Moderately Old,1337.4,0,0,0,0,0,0,16
2242,flat,experion the heartsong,sector 108,1.36,6542.0,3,2,3+,2.0,Relatively New,1343.0,1,1,0,0,0,1,77
2243,flat,railway officers rpf society,sector 9a,1.25,6921.0,4,3,3,1.0,Old Property,2007.0,0,1,0,0,0,1,12
2245,flat,smartworld 1dxp,sector 113,2.75,10589.0,4,4,3+,20.0,Under Construction,2886.0,1,1,0,1,0,2,57
2246,flat,pioneer araya,sector 62,9.95,20996.0,4,6,3,12.0,Relatively New,3933.0,0,1,0,1,0,1,138
2247,flat,bestech park view residency,sector 2,1.5,7825.0,3,4,3+,10.0,Moderately Old,1738.0,0,1,0,0,0,0,93
2248,house,independent,sector 26,8.1,35294.0,5,5,2,4.0,Old Property,2295.0,0,0,0,0,0,0,42
2250,flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,0,102
2251,flat,tulip violet,sector 69,3.05,9664.0,4,5,3+,14.0,Relatively New,2856.0,0,1,0,0,1,0,49
2252,house,international city by sobha phase 2,sector 109,9.4,26111.0,5,6,3+,2.0,Relatively New,3600.0,1,1,1,1,0,1,147
2253,flat,ashiana mulberry,sohna road,0.74,6016.0,2,2,3+,12.0,Relatively New,1367.0,0,0,0,0,0,0,71
2254,flat,hcbs sports ville,sohna road,0.29,3973.0,2,2,1,4.0,Relatively New,743.0,0,0,0,0,0,0,0
2255,flat,ireo victory valley,sector 67,3.49,12998.0,3,3,3,19.0,Relatively New,2724.0,0,1,0,0,0,0,103
2256,flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Relatively New,1661.0,1,0,0,0,0,0,150
2257,house,independent,sector 31,3.5,24155.0,4,4,3,2.0,Old Property,1449.0,0,0,1,0,0,1,70
2258,flat,godrej nature plus,sector 33,1.07,7726.0,2,2,2,14.0,Under Construction,1253.0,0,0,0,0,0,0,68
2259,flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,0,70
2261,flat,the rama apartment cghs,sector 43,2.5,10204.0,4,4,3+,4.0,Moderately Old,2722.0,0,1,0,0,0,0,26
2262,flat,tulip violet,sector 69,1.7,10773.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,0,49
2263,house,unitech uniworld resorts,sector 33,9.5,23336.0,5,7,3+,2.0,Under Construction,4071.0,1,1,1,1,0,0,57
2264,house,independent,new sector 2,1.0,8795.0,3,2,2,1.0,Old Property,120.0,0,0,0,1,0,0,0
2265,flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2,2,0,1.0,Relatively New,758.0,0,0,0,0,0,0,0
2266,house,independent,sector 12,0.7,6034.0,3,3,0,1.0,Relatively New,1160.0,0,0,0,0,0,0,23
2267,house,independent,sector 9,0.42,9333.0,5,3,2,2.0,Old Property,450.0,0,0,0,0,0,0,0
2268,flat,cghs rail vihar,sector 15,1.4,10769.0,4,3,3,3.0,Old Property,1444.0,0,0,0,0,0,1,81
2269,flat,godrej,sector 79,2.0,8475.0,3,4,3+,9.0,Relatively New,1963.0,0,1,0,0,0,0,108
2270,house,vipul tatvam villa,sector 48,8.5,26235.0,4,4,1,2.0,Relatively New,3240.0,0,0,0,0,0,0,21
2271,flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,4.0,Relatively New,1315.0,0,1,0,0,0,1,125
2272,house,ashok vihar phase iii extension,sector 3 phase 3 extension,0.4,8889.0,7,4,3+,4.0,New Property,450.0,0,0,0,1,0,0,7
2273,flat,shree vardhman victoria,sector 70,1.63,8359.0,3,5,3,12.0,Relatively New,1527.0,0,1,0,0,0,0,43
2274,flat,ansal heights 86,sector 86,0.74,5441.0,2,2,1,11.0,Under Construction,1231.0,0,0,0,0,1,0,45
2275,flat,tulip violet,sector 69,1.44,9125.0,3,3,2,1.0,Relatively New,1381.0,0,0,0,1,0,0,174
2276,flat,umang winter hills,sector 77,1.2,6586.0,3,3,3,14.0,Relatively New,1822.0,0,0,0,0,0,0,46
2277,house,international city by sobha phase 2,sector 109,7.0,12963.0,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,0,154
2278,flat,dlf the skycourt,sector 86,1.56,8087.0,3,4,3+,17.0,Relatively New,1580.0,0,0,1,0,0,0,174
2279,flat,bestech altura,sector 79,1.85,8605.0,3,3,3,7.0,New Property,1650.0,0,1,0,0,0,0,53
2280,flat,central park resorts,sector 48,9.3,24926.0,4,4,3+,10.0,Moderately Old,3831.0,1,1,1,1,0,1,67
2281,flat,indiabulls enigma,sector 110,4.25,10954.0,5,5,3+,4.0,Relatively New,3511.0,0,1,0,0,0,0,101
2282,flat,sanskriti apartments,sector 43,2.5,13514.0,3,2,3,5.0,Old Property,1674.0,1,0,0,0,0,0,0
2283,flat,la vida by tata housing,sector 113,1.9,18500.0,3,2,2,10.0,Relatively New,1285.0,0,0,0,1,0,1,174
2284,flat,raheja vedaanta,sector 108,0.65,4762.0,2,2,2,5.0,Relatively New,1235.0,0,0,0,1,0,1,174
2285,flat,puri emerald bay,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,2131.0,0,1,0,0,0,1,56
2286,flat,signature global synera,sector 81,0.48,8027.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,1,14
2287,flat,sidhartha ncr greens,sector 95,0.96,6202.0,3,3,3,8.0,New Property,1720.0,0,0,1,1,0,0,8
2288,house,dlf city plots phase 2,sector 25,6.5,33592.0,9,9,3+,3.0,Old Property,1935.0,1,1,1,1,0,1,142
2289,flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderately Old,1508.0,0,0,0,0,0,0,0
2290,flat,sobha city,sector 108,3.35,13267.0,3,4,2,19.0,New Property,2525.0,0,0,0,0,0,0,102
2291,house,independent,sector 23,2.7,18621.0,5,5,2,3.0,Old Property,1450.0,0,0,0,0,0,1,17
2292,house,sector 14 rwa,sector 14,6.5,26000.0,5,5,0,4.0,Moderately Old,2500.0,0,0,0,0,0,0,0
2293,flat,dlf the ultima,sector 81,2.25,10699.0,3,3,3+,11.0,Relatively New,1600.0,1,1,0,1,1,2,49
2294,house,dlf city phase 1,sector 26,3.25,3681.0,3,3,3,2.0,Old Property,8829.0,1,0,0,0,0,0,79
2295,flat,shree vardhman flora,sector 90,0.95,6333.0,3,3,3,9.0,Relatively New,1667.0,0,1,0,0,0,0,90
2296,flat,czar mahira homes 63a,sector 63a,0.42,7407.0,3,2,2,1.0,Under Construction,630.0,0,0,0,0,0,0,0
2297,flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,Relatively New,724.0,0,0,0,0,0,2,0
2298,flat,godrej habitat,sector 3,1.3,9003.0,2,2,2,6.0,Under Construction,1604.0,0,0,0,0,0,0,36
2299,house,independent,sector 6,0.66,10784.0,3,2,1,2.0,Old Property,612.0,0,0,0,0,0,0,36
2300,flat,essel towers,sector 14,2.75,12500.0,4,5,3+,8.0,Old Property,2200.0,1,1,0,0,0,2,128
2301,house,independent,sector 3 phase 3 extension,1.0,6667.0,1,1,0,1.0,Moderately Old,1500.0,0,0,0,0,0,0,0
2302,flat,tulip violet,sector 69,1.66,10134.0,3,3,2,0.0,Relatively New,1482.0,0,0,0,0,0,0,157
2303,flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,4,3,3,7.0,Moderately Old,10000.0,0,1,0,0,0,0,35
2304,flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively New,1201.0,0,0,0,1,0,0,174
2305,flat,vatika gurgaon,sector 83,1.15,5808.0,3,3,2,3.0,Relatively New,1350.0,1,1,1,1,0,1,165
2306,flat,shree vardhman victoria,sector 70,1.5,7692.0,3,5,3,7.0,Relatively New,1527.0,0,1,0,0,0,1,174
2307,house,independent,sector 108,1.34,5000.0,1,1,0,1.0,Relatively New,2680.0,0,0,0,0,0,0,0
2308,flat,ireo uptown,sector 66,1.5,11219.0,2,3,3,1.0,Relatively New,1330.0,0,1,0,0,1,1,79
