Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2309,house,independent,sector 3,0.8,8155.0,5,4,1,2.0,Moderately Old,981.0,0,0,0,0,0,0,0
2310,flat,wings apartment,sector 9,1.2,6667.0,4,3,2,4.0,Moderately Old,2000.0,0,0,0,0,0,1,23
2311,flat,krrish florence estate,sector 70,1.3,5601.0,3,3,3,17.0,Under Construction,1865.0,0,0,0,0,0,1,61
2312,flat,ireo skyon,sector 60,3.75,13393.0,4,5,3,15.0,Relatively New,2534.0,0,1,0,0,0,0,167
2313,house,ss omnia,sector 86,0.42,9333.0,5,3,2,3.0,Relatively New,50.0,0,0,0,0,0,0,0
2314,house,independent,sector 3,0.9,8929.0,3,3,0,2.0,Moderately Old,112.0,0,0,0,0,0,0,0
2315,flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,0,0,0,151
2316,flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Under Construction,1338.0,1,0,0,0,0,0,53
2317,house,vatika signature villas,sector 82,5.0,15432.0,4,4,3+,3.0,Relatively New,3240.0,0,1,1,1,0,0,24
2318,flat,nagata group housing society,sector 1,0.85,3696.0,3,3,3+,4.0,Relatively New,2081.0,0,1,0,0,0,0,5
2320,flat,meditech apartment,sector 56,2.45,8167.0,4,4,3+,1.0,Relatively New,2900.0,0,0,0,0,1,1,118
2323,flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0
2324,flat,mapsko mount ville,sector 79,1.5,8264.0,3,4,3+,11.0,Relatively New,1416.0,0,1,0,0,0,1,144
2325,house,independent,sector 56,2.95,20233.0,2,2,0,1.0,Moderately Old,1458.0,0,0,0,0,0,0,0
2326,flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,0,37
2327,flat,conscient habitat,sector 99a,0.35,6422.0,2,2,1,3.0,Relatively New,606.0,0,0,0,0,0,0,62
2329,flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,4,4,3+,2.0,Relatively New,2194.0,1,1,0,0,0,2,174
2330,flat,m3m skywalk,sector 74,1.57,11002.0,2,2,3+,10.0,Relatively New,1300.0,0,0,0,0,1,0,137
2331,flat,tulip yellow,sector 69,1.8,10563.0,3,3,3,14.0,Under Construction,1893.0,0,0,0,0,0,0,49
2332,flat,m3m heights,sector 65,2.44,13297.0,3,3,2,7.0,Under Construction,1654.0,0,0,0,0,0,0,31
2333,flat,m3m golf hills phase 1,sector 79,1.7,10828.0,3,2,3,10.0,Relatively New,1570.0,0,0,0,0,0,0,0
2334,flat,shree vardhman flora,sector 90,0.86,6255.0,3,4,3,0.0,Relatively New,1525.0,0,1,0,0,0,1,84
2335,flat,ambience creacions,sector 22,2.0,14493.0,2,2,2,9.0,Relatively New,1533.0,0,0,0,0,0,0,49
2336,flat,trisara our homes 3,sohna road,0.4,4479.0,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0
2337,flat,emaar palm heights,sector 77,2.1,10370.0,3,3,3,17.0,New Property,1833.0,1,1,0,0,0,0,8
2338,flat,tulip violet,sector 69,1.19,8815.0,2,3,1,0.0,Relatively New,1500.0,1,0,0,0,0,0,174
2339,house,signature global city 92,sector 92,0.75,7821.0,2,2,3,1.0,Relatively New,959.0,0,0,0,0,0,0,46
2340,flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2,2,2,7.0,Relatively New,657.0,0,0,0,0,0,0,89
2341,flat,gls arawali homes,sohna road,0.29,6029.0,2,2,2,9.0,Relatively New,534.0,0,0,0,0,0,0,55
2342,house,independent,sector 8,0.32,7111.0,2,3,1,1.0,Relatively New,450.0,0,0,0,0,0,0,0
2343,house,independent,sector 39,5.15,14071.0,5,5,0,1.0,Relatively New,3660.0,0,0,0,0,0,0,0
2344,flat,dlf new town heights,sector 90,1.25,6504.0,3,3,3+,5.0,Relatively New,1929.0,0,1,0,1,0,0,127
2345,flat,smart world orchard,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,0,47
2346,house,independent,sector 11,3.5,15556.0,10,1,0,1.0,New Property,2250.0,0,0,0,0,0,0,0
2347,flat,chd avenue,sector 71,1.16,6655.0,3,3,3,5.0,Moderately Old,1577.0,0,1,0,0,0,1,73
2348,flat,hcbs sports ville,sohna road,0.38,5067.0,2,2,2,9.0,Relatively New,750.0,0,0,0,0,0,0,0
2349,flat,imperia the esfera,sector 37c,0.95,5702.0,2,2,0,17.0,Under Construction,1578.0,0,1,0,0,0,0,66
2350,house,independent,sector 41,7.0,28283.0,7,7,3+,3.0,Moderately Old,2475.0,1,1,1,1,0,2,151
2351,flat,ss the coralwood,sector 84,1.1,5820.0,3,3,3+,12.0,Moderately Old,1710.0,0,0,0,0,0,1,104
2352,flat,eldeco accolade,sohna road,0.73,5753.0,2,2,3,9.0,Relatively New,1148.0,0,0,0,1,0,0,103
2353,flat,vatika lifestyle homes,sector 83,1.05,5983.0,3,3,2,14.0,Relatively New,1588.0,1,1,1,1,0,1,174
2354,flat,emaar mgf emerald estate,sector 65,1.73,12401.0,3,3,3,9.0,Relatively New,1262.0,0,1,0,0,0,2,159
2355,flat,paras irene,sector 70a,1.2,8451.0,2,2,3,6.0,Moderately Old,1285.0,0,0,0,0,0,0,42
2356,flat,m3m heights,sector 65,2.79,14170.0,3,3,3,26.0,New Property,1969.0,0,0,0,0,0,0,15
2357,flat,emaar imperial gardens,sector 102,2.05,9875.0,3,4,3+,14.0,Relatively New,2250.0,0,1,0,0,0,0,116
2358,house,emaar mgf marbella,sector 66,8.7,38667.0,4,5,2,3.0,New Property,2250.0,1,1,0,0,0,0,144
2359,house,independent,sector 54,3.75,26042.0,4,4,3,3.0,Moderately Old,1440.0,0,1,0,0,0,1,13
2360,flat,m3m skywalk,sector 74,1.5,12500.0,2,2,3,17.0,Relatively New,1300.0,0,0,1,0,0,0,174
2361,house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old Property,2160.0,0,1,0,0,1,0,43
2362,flat,lavanya apartments,sector 81,0.9,5056.0,3,3,0,7.0,Relatively New,1780.0,0,0,0,0,0,0,0
2363,flat,m3m woodshire,sector 107,0.9,6589.0,2,2,3+,14.0,New Property,1236.0,0,0,0,0,0,0,67
2364,flat,"new colony, gurgaon",sector 7,0.8,8097.0,3,2,1,4.0,Relatively New,1100.0,0,0,0,0,0,1,69
2365,house,independent,sector 1,4.75,10556.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,0,0,0
2366,flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,1,39
2367,flat,experion the heartsong,sector 108,0.93,6078.0,2,3,3,10.0,Relatively New,1161.0,0,0,0,0,0,0,81
2368,house,independent,sector 55,1.64,10123.0,3,3,2,4.0,New Property,1620.0,1,1,0,0,0,1,54
2369,flat,gls avenue 51,sector 92,0.21,6954.0,1,1,1,0.0,Relatively New,336.0,0,0,0,0,0,0,63
2370,house,vipul tatvam villa,sector 48,7.8,23145.0,4,4,3+,2.0,Relatively New,3240.0,1,1,1,1,0,1,145
2371,house,independent,sector 7,8.0,22222.0,4,5,3+,1.0,Old Property,3600.0,1,1,0,1,0,0,31
2372,house,independent,sector 25,7.3,1560.0,9,9,2,3.0,Relatively New,5800.0,0,1,1,0,0,1,109
2373,flat,bestech park view sanskruti,sector 92,1.9,8172.0,4,4,3+,10.0,Relatively New,1920.0,1,1,0,1,1,0,49
2374,house,independent,sector 38,4.0,21786.0,6,6,3+,4.0,Old Property,1836.0,1,1,0,1,1,1,137
2376,house,international city by sobha phase 2,sector 109,8.48,23556.0,4,6,3+,3.0,New Property,3600.0,1,1,1,1,0,0,153
2377,flat,godrej summit,sector 104,1.75,7530.0,4,5,3+,1.0,New Property,2582.0,0,1,0,0,0,0,60
2378,house,independent,sector 7,0.53,5889.0,2,2,0,1.0,Old Property,900.0,0,0,0,0,0,0,0
2379,flat,apna enclave,sector 3,0.8,6154.0,3,3,1,0.0,Old Property,1000.0,0,0,0,0,0,0,0
2380,house,independent,sector 4,0.8,11852.0,5,3,1,2.0,Moderately Old,675.0,0,0,0,0,0,0,0
2381,house,eros rosewood city,sector 49,4.05,20769.0,3,3,3,2.0,Moderately Old,2000.0,0,1,1,0,0,0,46
2382,flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.0,2,2,2,2.0,Relatively New,778.0,0,0,0,0,0,0,0
2383,flat,zara aavaas,sector 104,0.2,6645.0,1,1,1,3.0,Relatively New,301.0,0,0,0,0,0,0,67
2384,house,independent,sector 3,3.5,9211.0,1,1,0,1.0,Moderately Old,3800.0,0,0,0,0,0,0,0
2385,flat,orchid island,sector 51,1.7,10652.0,3,4,3,2.0,Moderately Old,1773.0,0,0,1,1,0,0,90
2386,flat,krrish provence estate,gwal pahari,5.5,9483.0,4,5,3+,11.0,New Property,5249.0,1,1,0,1,0,0,151
2387,flat,mapsko casa bella,sector 82,3.0,6134.0,4,6,3+,25.0,Relatively New,4425.0,0,1,0,1,0,1,119
2388,house,signature global park,sohna road,0.85,7589.0,3,2,2,1.0,Under Construction,1120.0,0,0,0,0,0,0,15
2389,house,independent,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,0,1,0,1,38
2390,house,independent,sector 11,0.95,7308.0,5,3,0,1.0,Moderately Old,1300.0,0,0,0,0,0,0,0
2391,house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,2628.0,0,0,0,0,0,1,61
2392,house,independent,sector 43,27.5,24366.0,6,7,3+,3.0,Relatively New,11286.0,1,1,0,1,1,1,42
2393,flat,dlf the primus,sector 82a,2.7,10481.0,4,4,3+,18.0,Moderately Old,2576.0,0,1,0,0,0,0,38
2394,flat,paras dews,sector 106,1.35,8940.0,4,3,3,19.0,Old Property,1678.0,0,1,0,0,0,0,112
2396,house,independent,sector 3 phase 3 extension,0.75,6410.0,2,2,0,1.0,Moderately Old,130.0,0,0,0,0,0,0,0
2397,house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,51.0,Moderately Old,3600.0,1,1,0,1,0,1,49
2398,flat,m3m heights,sector 65,2.5,13602.0,3,3,3,19.0,Under Construction,1654.0,0,0,0,0,0,0,48
2400,house,independent,sector 4,0.67,8557.0,3,2,1,1.0,Moderately Old,783.0,0,0,0,1,1,0,19
2401,flat,spaze privvy the address,sector 93,1.25,6898.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,1,96
2402,house,independent,sector 55,2.8,18667.0,4,4,0,2.0,Old Property,1500.0,0,0,0,0,0,0,0
2403,flat,m3m soulitude,sector 89,1.0,9066.0,2,2,2,2.0,New Property,1226.0,1,0,0,0,0,0,49
2404,flat,signature global synera,sector 81,0.49,6667.0,2,2,3,5.0,Relatively New,700.0,0,0,0,0,0,0,117
2405,flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,1,165
2406,flat,signature global park 4,sector 36,0.82,7586.0,3,2,3,2.0,New Property,1201.0,0,0,0,0,0,0,24
2407,flat,ss the leaf,sector 85,2.0,11869.0,3,4,3,5.0,Relatively New,2026.0,0,1,0,0,0,0,156
2408,flat,m3m woodshire,sector 107,1.4,5930.0,3,4,0,1.0,New Property,2137.0,0,0,0,0,0,0,67
2409,flat,laxmi pareena,sector 99a,0.3,6667.0,2,1,0,12.0,New Property,500.0,0,0,0,0,0,0,0
2410,flat,adani m2k oyster grande,sector 102,1.95,7561.0,3,4,3,9.0,Relatively New,2334.0,1,1,0,0,0,1,83
2411,flat,ireo the corridors,sector 67a,2.08,12044.0,3,3,2,6.0,Under Construction,1563.0,0,0,0,0,1,0,55
2412,flat,bptp terra,sector 37d,1.4,7731.0,3,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,1,149
2413,flat,ramsons kshitij,sector 95,0.29,5179.0,2,2,2,14.0,Relatively New,507.0,0,0,0,0,0,0,50
2414,flat,supertech araville,sector 79,1.35,6941.0,3,3,3,4.0,Relatively New,2161.0,0,0,0,0,0,0,0
2415,flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2,2,2,0.0,Under Construction,1017.0,0,0,0,0,0,0,49
2416,flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2,2,2,10.0,Relatively New,1234.0,0,0,0,0,0,1,60
2417,flat,adani m2k oyster grande,sector 102,1.9,14074.0,3,4,3,21.0,Relatively New,1605.0,0,1,0,0,0,0,60
2418,house,independent,sector 6,0.75,10519.0,6,4,1,3.0,Moderately Old,713.0,0,0,0,0,0,0,62
2420,flat,bestech park view grand spa,sector 81,2.25,8459.0,3,4,3+,8.0,Relatively New,2300.0,1,1,1,0,0,1,122
2421,flat,signature global solera,sector 107,0.3,6135.0,2,2,1,5.0,Relatively New,544.0,0,0,0,0,0,0,57
2422,flat,shree arihant apartment,sector 54,1.55,7381.0,3,3,3+,3.0,Moderately Old,2000.0,0,0,0,1,1,1,125
2423,flat,the crew bos chs manesar,manesar,0.85,3696.0,3,3,2,2.0,Moderately Old,2556.0,0,0,0,0,0,0,44
2424,house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,2700.0,1,1,1,1,0,0,82
2425,flat,m3m one key resiments,sector 67,0.8,13115.0,1,1,0,0.0,Relatively New,610.0,0,0,0,0,0,0,0
2427,flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,12.0,Relatively New,1584.0,0,0,0,0,1,0,65
2428,flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,8.0,Relatively New,1860.0,0,0,0,0,1,1,125
2429,house,independent,sector 4,0.85,630.0,3,3,1,1.0,Relatively New,13500.0,0,0,0,0,1,0,0
2430,flat,emaar mgf palm hills,sector 77,1.65,8462.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,0,100
2431,house,project mianwali colony,sector 12,2.0,14815.0,5,5,2,3.0,Old Property,1350.0,0,0,0,0,0,0,0
2432,flat,sbtl caladium,sector 109,1.88,6154.0,4,5,3,10.0,Relatively New,2765.0,0,0,0,0,0,0,110
2433,flat,tulip orange,sector 70,1.0,10309.0,3,2,2,3.0,Moderately Old,1078.0,0,0,0,0,0,0,58
2434,house,independent,sector 1,1.85,16003.0,4,3,2,3.0,Moderately Old,1284.0,0,0,0,0,0,0,0
2435,flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,1819.0,0,0,0,0,0,0,108
2436,flat,eldeco accolade,sohna road,0.95,6556.0,2,2,3,8.0,Under Construction,1131.0,1,0,0,0,0,0,42
2437,flat,signature global city 92,sector 92,0.99,9074.0,3,2,3,1.0,Under Construction,1091.0,0,0,0,0,0,0,24
2438,flat,godrej nature plus,sector 33,1.65,8267.0,3,3,3,2.0,Under Construction,2218.0,0,1,0,0,0,0,37
2439,flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,13.0,Relatively New,1150.0,0,0,0,0,0,1,167
2440,flat,pareena laxmi apartments,sector 99a,0.31,5905.0,2,2,2,6.0,New Property,583.0,0,0,0,0,0,0,74
2441,house,nitin vihar,sector 33,0.85,9444.0,3,2,0,1.0,Relatively New,900.0,0,0,0,0,0,0,15
2442,flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,1493.0,0,1,0,0,0,1,21
2443,house,independent,sector 7,6.5,15046.0,3,2,3+,2.0,Old Property,4320.0,0,0,0,0,0,0,9
2444,flat,ss the leaf,sector 85,2.2,5641.0,4,6,3,10.0,Relatively New,3920.0,0,1,0,0,0,0,174
2445,house,independent,sector 7,0.69,9103.0,1,1,1,2.0,Old Property,758.0,0,0,0,0,0,0,0
2446,flat,dlf express greens,manesar,1.5,6359.0,4,5,3+,10.0,New Property,2135.0,0,1,0,0,0,0,32
2447,flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2983.0,0,1,0,0,0,0,31
2449,flat,central park flower valley,sector 33,1.55,11923.0,3,3,3+,7.0,New Property,1444.0,0,0,0,0,0,1,28
2450,flat,tulip violet,sector 69,1.36,8843.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,86
2451,flat,dlf new town heights,sector 90,1.2,6218.0,3,3,3+,8.0,Moderately Old,2144.0,0,1,0,1,0,0,59
2452,flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2,2,2,3.0,New Property,1095.0,1,0,0,0,0,0,22
2453,house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1800.0,0,1,0,1,0,1,112
2455,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,9.0,Relatively New,1413.0,0,1,0,0,0,0,49
2456,house,independent,sector 28,12.0,42194.0,4,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,1,60
2457,flat,supertech hues,sector 68,1.0,8475.0,2,2,2,12.0,New Property,1311.0,0,0,0,0,0,0,54
2458,flat,experion windchants,sector 112,2.5,13889.0,2,2,3,10.0,Relatively New,1939.03,1,0,0,1,0,1,174
2459,flat,bptp astaire gardens,sector 70a,1.6,8658.0,4,4,3,1.0,Relatively New,1600.0,1,0,0,0,1,0,42
2460,flat,sobha city,sector 108,3.95,16859.0,3,5,2,15.0,New Property,2343.0,0,1,0,0,0,0,118
2461,flat,gls arawali homes,sohna road,0.28,4308.0,2,2,2,12.0,New Property,588.0,0,0,0,0,0,0,0
2462,house,shree krishna homes,sector 104,0.48,5556.0,2,2,1,1.0,New Property,795.0,1,0,0,1,1,0,44
2463,flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4,4,3,9.0,Moderately Old,11111.0,0,1,0,0,0,0,35
2464,flat,dlf the ultima,sector 81,3.5,11686.0,4,5,3+,7.0,Relatively New,2577.0,0,1,0,0,0,2,174
2465,flat,ireo the corridors,sector 67a,1.8,14658.0,3,3,3,6.0,New Property,1551.0,0,1,1,0,0,1,150
2466,flat,tata primanti,sector 72,4.0,16032.0,4,5,3+,22.0,Relatively New,2701.0,0,1,0,0,0,1,174
2467,flat,tulip violet,sector 69,1.55,9823.0,3,3,2,5.0,Relatively New,1428.0,0,0,0,1,0,0,99
2468,flat,the lions cghs,sector 56,2.05,7885.0,4,4,3+,6.0,Relatively New,2500.0,0,0,0,0,1,1,101
2469,flat,orris carnation residency,sector 85,0.9,4532.0,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,1,40
2470,flat,ramsons kshitij,sector 95,0.45,4592.0,2,2,1,2.0,Relatively New,887.0,1,0,0,0,0,0,89
2471,flat,signature global synera,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,366.0,0,0,0,0,0,2,123
2472,flat,chd avenue,sector 71,1.25,7172.0,3,4,2,7.0,Relatively New,1577.0,0,1,0,0,0,1,160
2474,flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,1,0,0,0,1,49
2475,flat,microtek greenburg,sector 86,1.23,8311.0,2,2,3,13.0,Relatively New,1339.0,1,0,0,0,0,0,6
2477,flat,tulip violet,sector 69,1.8,8955.0,4,4,2,9.0,Relatively New,1819.0,0,0,0,1,0,1,165
2478,flat,ss the leaf,sector 85,1.17,7002.0,2,2,3,11.0,Relatively New,1660.0,0,0,0,0,0,0,49
2479,flat,umang winter hills,sector 77,1.4,6341.0,3,3,3,10.0,Relatively New,1735.0,0,0,0,0,0,0,28
2480,flat,m3m capital,sector 113,3.25,14143.0,4,4,3+,34.0,Under Construction,2553.0,1,1,0,1,0,0,115
2481,flat,dlf the skycourt,sector 86,1.54,9222.0,3,3,3+,15.0,Relatively New,1780.0,0,1,0,0,0,0,174
2482,flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,New Property,1529.0,0,0,0,0,0,0,100
2483,flat,trisara our homes 3,sohna road,0.21,4339.0,1,1,0,2.0,Relatively New,484.0,0,0,0,0,0,0,0
2484,flat,unitech sunbreeze,sector 69,1.0,5476.0,4,3,0,0.0,Relatively New,1826.0,0,0,0,0,0,0,0
2485,flat,assotech blith,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,2835.0,0,0,0,0,0,0,51
2486,flat,experion windchants,sector 112,2.6,10651.0,2,2,3,8.0,Relatively New,2441.0,0,0,0,0,0,0,168
2487,flat,emaar palm gardens,sector 83,1.4,8140.0,3,3,3,2.0,Relatively New,1387.0,1,1,1,1,0,1,174
2488,flat,park view apartments,sector 15,1.6,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,1,0,0,56
2489,house,ansals palam vihar,sector 2,2.68,17213.0,4,3,2,3.0,Moderately Old,1557.0,0,0,1,0,0,1,74
2490,flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,2850.0,0,0,0,0,0,0,0
2491,flat,conscient heritage max,sector 102,1.82,9010.0,3,4,3+,12.0,Relatively New,1757.0,0,1,0,0,0,0,101
2492,house,independent,manesar,1.1,6173.0,8,8,0,1.0,New Property,1782.0,0,0,0,0,0,0,0
2493,flat,bestech park view ananda,sector 81,0.95,10626.0,2,2,2,2.0,Relatively New,1112.0,0,0,0,0,0,1,104
2494,flat,signature global park,sohna road,0.87,7190.0,3,2,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,58
2495,flat,bestech park view sanskruti,sector 92,1.55,7769.0,3,4,3,8.0,Relatively New,1805.0,0,1,0,0,0,0,49
2497,flat,experion windchants,sector 112,3.4,12134.0,3,3,2,14.0,Relatively New,2225.56,0,0,0,0,0,1,159
2498,flat,swarn jayanti cghs,sector 54,1.75,7609.0,4,3,3+,3.0,Old Property,1900.0,0,0,0,0,1,1,26
2499,flat,parsvnath green ville,sector 48,3.3,9985.0,5,5,3+,4.0,Old Property,3305.0,0,1,0,0,0,0,71
2501,flat,signature global park,sohna road,0.9,8036.0,3,2,0,2.0,Under Construction,1120.0,0,0,0,0,0,0,58
2502,flat,signature global city 63a,sector 63a,1.4,11336.0,2,2,2,3.0,Under Construction,1372.0,0,0,0,0,1,0,0
2503,flat,m3m skywalk,sector 74,1.54,10815.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,0,137
2504,flat,antriksh heights,sector 84,0.94,6999.0,3,2,3+,10.0,New Property,1222.0,1,0,0,0,0,1,89
2505,flat,dlf new town heights,sector 90,1.9,6967.0,4,4,3+,19.0,Relatively New,2512.0,0,1,1,0,0,1,174
2506,house,sector 38 rwa,sector 38,4.3,28782.0,9,9,3+,3.0,Relatively New,1494.0,0,0,0,1,1,1,41
2507,flat,rwa,sector 7,0.48,6000.0,3,2,1,1.0,New Property,889.0,0,0,0,0,0,0,21
2508,flat,vipul lavanya,sector 81,0.65,5263.0,2,2,2,14.0,Moderately Old,985.0,0,0,0,0,0,0,96
2509,house,independent,sector 45,7.35,29697.0,6,4,3+,3.0,Old Property,2475.0,1,1,1,1,0,1,61
2510,flat,m3m skywalk,sector 74,2.2,10902.0,3,3,3,12.0,New Property,1826.0,1,0,0,0,0,1,15
2511,flat,ireo skyon,sector 60,2.15,23344.0,2,3,2,5.0,Relatively New,1250.0,0,1,0,0,0,1,49
2512,flat,signature global park,sohna road,0.54,6391.0,2,2,3,4.0,New Property,676.0,0,0,0,0,0,0,44
2513,flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,9.0,Relatively New,1584.0,0,0,0,0,0,0,95
2515,flat,conscient heritage max,sector 102,2.65,10376.0,4,5,3+,17.0,Moderately Old,2311.0,0,1,0,0,0,0,125
2516,house,independent,sector 26,18.0,39841.0,5,4,3+,4.0,Moderately Old,4518.0,1,1,1,1,0,1,113
2517,flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,0,49
2518,house,sneh vihar,sohna road road,1.35,10000.0,5,5,3+,4.0,Relatively New,1350.0,0,0,0,0,0,0,0
2519,flat,shree vardhman victoria,sector 70,1.55,7949.0,3,3,3,6.0,Relatively New,1527.0,1,1,0,1,1,0,49
2520,house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,450.0,0,0,0,0,0,0,0
2521,flat,sare green parc,sector 92,0.85,6741.0,3,2,2,14.0,Relatively New,1261.0,0,0,0,0,0,0,0
2522,flat,alpha corp gurgaonone,sector 84,2.24,6523.0,4,4,3,12.0,Relatively New,3165.0,0,1,0,0,0,0,20
2523,flat,m3m golfestate,sector 65,5.0,16667.0,3,3,3,2.0,Relatively New,3245.0,0,1,0,0,0,1,174
2524,flat,smart world orchard,sector 61,2.54,15497.0,3,3,3,2.0,Under Construction,1639.0,0,0,1,0,0,0,16
2525,flat,dlf the ultima,sector 81,3.25,11805.0,4,4,3+,11.0,Moderately Old,2491.0,0,1,0,0,0,0,28
2526,flat,vatika xpressions,sector 88b,0.92,6815.0,2,2,3,3.0,New Property,1350.0,0,0,0,0,0,0,26
2527,flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,3846.0,1,1,0,1,0,0,67
2529,flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3,3,3+,3.0,Relatively New,1650.0,0,0,0,0,0,0,0
2530,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,0,72
2531,flat,tulip white,sector 69,0.9,6787.0,3,2,3,6.0,Relatively New,1473.0,0,0,0,1,0,0,121
2532,flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,0,0
2533,house,independent,sohna road,1.55,14720.0,2,3,2,1.0,New Property,1053.0,1,0,0,1,0,1,49
2534,flat,dlf new town heights,sector 90,1.65,5684.0,4,4,3+,7.0,Moderately Old,2468.0,0,0,0,0,0,0,117
2535,flat,bestech park view sanskruti,sector 92,1.6,8020.0,3,4,3+,10.0,Relatively New,1615.0,0,1,0,0,1,1,174
2537,flat,godrej nature plus serenity,sector 33,1.39,11583.0,3,2,3+,23.0,Under Construction,1333.0,0,0,0,0,0,0,105
2538,house,independent,sector 41,9.0,27778.0,8,5,3+,3.0,Old Property,3240.0,0,1,1,1,0,1,26
2539,flat,godrej,sector 79,1.34,8524.0,2,2,3,2.0,Relatively New,1423.0,1,0,0,0,0,0,158
2540,flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively New,2000.0,1,1,0,0,0,0,82
2541,flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,1508.0,0,0,0,0,0,1,158
2543,flat,ats triumph,sector 104,2.55,13077.0,4,4,3+,21.0,Relatively New,2509.0,0,1,0,0,0,0,150
2544,house,dlf city plot phase 4,sector 28,13.0,1992.0,10,10,3+,1.0,Moderately Old,8056.0,0,0,0,0,0,0,0
2545,flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3+,10.0,New Property,2599.0,0,1,0,0,0,2,161
2546,house,vatika india next,sector 82,7.0,21605.0,4,4,3+,3.0,Relatively New,3900.0,0,1,0,0,0,2,105
2547,flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,0,61
2548,flat,signature global city 81,sector 81,0.96,9766.0,2,2,2,1.0,Under Construction,1194.0,0,0,0,0,0,0,49
2549,flat,mittal surya vihar,sector 21,1.4,5833.0,5,4,2,2.0,Moderately Old,2172.0,0,0,0,0,0,0,0
2550,flat,ss the leaf,sector 85,1.91,5026.0,4,6,3,6.0,Relatively New,3890.0,0,1,0,0,0,0,174
2551,flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,0,135
